main_class,sub_class,count
C08L,69/00,766
C08L,63/00,761
C08J,5/24,447
C08K,5/00,435
C08G,18/48,415
C08L,101/00,363
C08K,3/00,335
C09J,163/00,334
C08G,18/76,334
C08G,59/50,315
C08K,3/22,306
C09D,163/00,305
C09D,7/12,279
C08G,18/32,279
B32B,27/30,277
C08J,5/18,276
C08L,67/02,256
C08G,18/42,249
G02B,1/04,235
C08G,59/40,234
C08G,18/10,228
C09D,175/04,226
C08J,5/04,226
C09D,11/00,216
A61Q,19/00,215
B41M,5/00,215
B32B,27/36,215
A61Q,17/04,213
C08K,3/04,210
C09J,7/02,208
C08J,7/04,197
C08L,77/00,196
C08G,18/75,192
B32B,27/00,192
C08G,18/08,190
C09D,5/00,189
B60C,1/00,180
C09D,11/101,175
C08L,67/00,174
C09J,11/06,172
C10M,169/04,172
B41J,2/01,170
G03F,7/004,170
C08G,18/79,168
C08G,18/66,161
A61K,8/81,160
C08K,3/36,158
C08G,18/28,158
C08L,75/04,158
C08F,290/06,158
A61K,8/34,156
C09J,175/04,156
C08J,5/00,155
C08G,18/12,154
C10N,30/06,154
C08G,59/18,150
C10N,40/25,149
C08F,2/44,147
C08L,77/06,147
B32B,15/08,147
C03C,27/12,146
H05K,1/03,146
B32B,27/18,143
A61K,8/49,139
C08G,18/67,139
C08K,7/14,136
C08K,5/13,135
A61K,6/083,134
C08L,83/04,133
C08G,73/10,133
C08L,23/08,130
C08K,3/34,130
C08G,59/68,125
C08G,18/40,125
C08J,3/24,123
C09K,3/10,123
C08L,71/12,120
C08L,79/08,120
C08G,59/42,119
C08J,9/00,118
C08L,23/00,117
C08L,51/04,116
B32B,17/10,116
C08G,18/00,115
B32B,27/08,114
G02B,5/30,113
C09D,11/10,113
C10N,30/00,112
C09D,11/30,112
C08K,5/3492,112
A61K,8/37,111
B29C,67/00,110
C08G,18/38,110
C08G,64/30,109
C08K,5/521,108
C08L,71/02,106
C09J,7/00,106
H01L,23/29,105
C08L,83/10,105
C09D,4/00,105
C09D,167/00,105
A61K,6/00,105
C10N,20/02,104
C09J,11/04,104
C08G,18/44,104
B32B,27/40,104
B32B,27/32,104
C08G,18/80,102
C09D,11/38,100
A61K,8/02,100
C08G,18/22,100
B32B,7/12,100
C09D,201/00,98
B32B,7/02,97
G03F,7/00,97
C09D,5/02,95
C09K,5/04,95
C08G,59/62,93
A61Q,5/00,92
A61K,8/06,92
C09D,11/322,92
C08G,64/18,90
C08G,59/24,90
C08K,5/5313,90
C08K,5/098,89
C08L,9/00,88
C08G,18/24,87
C08G,101/00,86
C08F,220/18,86
C08K,5/17,86
C08G,18/73,85
B33Y,70/00,85
H01L,23/31,84
H01B,3/44,84
C08L,53/02,84
A61Q,5/06,84
G03G,9/087,84
C08F,2/50,83
C08L,55/02,82
C09K,3/00,82
A61P,35/00,82
C08L,21/00,80
B32B,27/20,80
C08G,59/56,79
C08G,59/32,79
C08G,65/40,79
C09D,5/08,78
C08K,5/49,78
B32B,27/38,77
C09J,201/00,76
C08L,67/04,76
C08K,5/42,76
C10N,40/04,75
A61Q,19/08,75
C09D,183/04,74
C08G,18/72,74
B33Y,10/00,74
C08L,27/12,74
B32B,27/34,74
C08G,18/50,73
G03F,7/038,73
C08J,3/12,73
C08K,3/08,72
C08J,3/20,72
A61K,8/73,71
C08K,9/04,71
C08K,5/14,71
C10N,40/30,71
H01L,51/50,70
C08G,77/448,70
C08J,3/22,70
C08K,3/38,70
C08L,77/02,69
C09J,133/00,69
C08K,3/32,69
A61K,9/00,69
B32B,27/28,68
C08G,64/02,68
B05D,7/24,68
C09D,5/03,67
C08G,18/18,67
C09J,5/06,66
C10N,10/04,66
C10N,20/00,66
C08L,23/06,65
A61Q,5/12,65
B29C,45/00,64
C09J,4/00,64
C08L,81/06,64
C08K,5/09,63
C08L,27/18,63
A61K,8/41,63
C08G,18/62,62
C08F,265/06,62
C10N,30/10,62
C08L,33/04,62
C08K,7/02,62
A61K,8/97,61
C08K,5/5399,61
C08L,33/06,61
C08L,71/00,61
C09K,9/02,61
C09K,21/12,61
C08G,59/20,60
C08F,2/48,60
C09D,5/44,60
A61K,8/35,60
C10N,20/04,60
C08G,59/22,59
C09D,4/02,59
A61K,8/60,58
H01M,8/10,58
C08K,5/103,58
C08K,5/523,58
C08G,64/04,58
C08L,81/02,58
C08G,69/26,58
G02B,5/20,58
C09K,19/04,57
C09D,133/06,57
C08G,63/91,56
C07F,7/18,56
H01B,1/22,55
C08L,7/00,55
C08L,79/04,55
C09D,175/16,55
A61K,8/44,55
C08J,9/12,55
C08J,5/06,55
C08G,59/00,54
C09D,175/06,54
C08J,9/14,54
C09K,19/30,54
C09J,4/06,54
C12Q,1/68,54
C09D,133/00,54
C08L,33/08,53
C09J,175/06,53
G03F,7/075,53
A61K,8/46,53
C08K,5/053,53
A61K,8/11,53
C10N,40/02,53
H01M,4/62,53
C08K,5/524,53
C10M,145/14,53
C08K,9/06,52
C08G,18/20,52
C09K,11/02,52
G02B,5/22,52
C08G,65/00,51
C08G,65/26,51
C09J,175/08,51
C09J,9/02,51
A61K,8/92,51
H01L,21/027,51
C10M,101/02,51
B60J,1/00,51
C09K,19/12,51
B41M,5/333,50
B32B,27/12,50
C08K,3/26,50
A61K,8/87,50
C10N,30/02,50
C08L,29/14,49
B05D,7/14,49
A61K,8/891,49
C08F,222/10,49
C08G,75/23,49
H01L,31/042,49
C09D,5/18,48
C09J,133/08,48
A61Q,5/02,48
C08G,59/06,48
H01B,3/30,48
B32B,9/00,48
G03G,9/08,48
G03F,7/027,48
C10N,30/04,48
C09D,5/16,48
C09D,17/00,47
C08K,5/3435,47
H01B,3/40,47
C10M,105/38,47
C08G,59/02,46
C08J,5/22,46
C11D,3/37,46
A61Q,1/00,46
H01M,8/02,46
C08G,59/14,46
A61K,8/86,46
B32B,5/28,46
C08K,7/06,46
C08G,18/34,46
C09D,11/102,46
C09D,4/06,45
C10N,10/12,45
C08L,83/06,45
C08L,25/12,45
C08G,73/06,45
C08L,33/12,45
C08L,65/00,45
B82Y,30/00,45
C08L,23/26,45
C08L,23/04,45
C09D,175/14,44
C08G,18/71,44
C08G,73/02,44
C09B,67/20,44
C08L,25/04,44
C09J,4/02,44
C08K,5/10,44
C08L,53/00,44
C10N,40/08,44
C08L,23/10,44
C08K,5/29,44
B60C,5/01,44
C10M,137/10,43
A61K,8/04,43
C08L,51/00,43
C08L,83/14,43
A61P,17/00,43
C08L,67/03,43
C09J,5/00,43
B29C,45/14,42
C08L,9/06,42
C08G,65/48,42
G02C,7/10,42
C08L,27/06,42
H01B,1/06,42
A61K,8/89,42
C08L,15/00,42
C08J,5/12,42
A61K,8/19,42
C08L,101/02,42
B41M,5/337,41
C07C,37/08,41
A61Q,13/00,41
C08L,51/06,41
C08L,23/02,41
C08K,3/10,41
C08K,5/06,41
C08G,18/16,41
G02B,1/10,41
B29L,7/00,41
C08K,5/3475,41
A61K,8/36,41
G03F,7/023,41
C08G,18/78,40
B32B,15/092,40
C10M,139/00,40
B65D,25/14,40
C08L,33/14,40
B32B,1/08,40
C07C,37/20,40
C07C,39/16,40
A61Q,11/00,40
C08L,25/08,40
G03F,7/11,40
C08L,23/16,39
C08G,64/14,39
C08G,64/06,39
C08L,33/10,39
C09D,133/14,39
C08K,5/01,39
C08L,23/12,39
C08K,3/40,39
C07C,39/04,38
C08G,18/02,38
C08J,5/10,38
C08G,18/36,38
B60C,9/00,38
C08F,2/38,38
C08G,18/30,38
G02F,1/1335,38
C08K,5/54,38
C08G,65/333,37
C08G,18/58,37
C08K,7/00,37
C08L,101/12,37
C08L,33/00,37
A61K,8/42,37
C07C,45/53,36
B41M,5/52,36
C09K,19/34,36
C08G,61/12,36
C11D,17/00,36
C09J,11/08,36
C08L,29/04,36
A61K,8/29,36
C08G,59/66,36
C10N,30/08,36
C09D,167/02,36
B32B,5/02,36
C08J,3/28,35
C09K,11/06,35
C08K,5/52,35
C08K,5/16,35
C08J,3/00,35
C08G,18/81,35
C08F,220/20,35
C08K,5/07,35
C08G,64/16,35
C08K,5/1515,35
C09D,183/06,34
A61K,8/25,34
C08G,77/20,34
C09D,133/08,34
C07B,61/00,34
C08F,220/06,34
C08G,83/00,34
F25B,1/00,34
C08G,63/672,34
C08F,283/00,34
C08G,63/16,34
G02F,1/13363,34
C08K,5/34,34
C08G,63/183,34
H05B,33/02,33
B29D,11/00,33
A61Q,19/10,33
G02B,5/23,33
C08L,71/10,33
C08G,81/00,33
H01B,1/24,33
B05D,7/00,33
B41M,5/323,33
A61Q,19/02,32
G02B,5/02,32
C08G,71/04,32
B32B,25/08,32
C08G,75/02,32
C08G,63/64,32
C08K,5/134,32
C08G,63/78,32
C08F,212/08,32
C08L,67/06,32
A61K,8/64,32
C08L,75/16,32
B32B,27/06,32
C10M,107/34,32
B05D,1/36,32
A61K,8/31,31
B41M,7/00,31
B01D,67/00,31
B41M,5/50,31
C09D,167/06,31
C09D,5/24,31
C09D,11/326,31
A61Q,5/10,31
C08F,220/28,31
C11D,3/50,31
C08F,8/00,31
B65D,65/40,31
A61K,8/27,31
H01L,31/048,31
C08G,77/14,31
C08J,9/28,31
C08G,18/65,31
H01L,51/52,31
C09D,133/04,31
C09D,175/08,31
C08G,77/04,30
A61Q,1/02,30
C08L,75/08,30
C07C,49/403,30
C04B,28/02,30
C08F,290/04,30
H01L,33/50,30
C08G,81/02,30
H05K,3/28,30
C08L,79/00,30
A61K,8/898,30
C08L,101/16,30
C10M,137/04,30
G03G,9/09,30
C08G,64/24,30
C10N,50/10,30
C09J,133/06,30
C10M,133/16,30
C09J,133/04,30
C10M,141/10,29
C08L,61/06,29
A61K,6/02,29
C10M,171/00,29
A61K,9/70,29
C07C,69/54,29
C08F,220/10,29
C09D,7/00,29
A61K,8/58,29
B32B,5/18,29
C09D,11/40,29
C09K,19/54,29
H01L,21/52,29
C08K,5/05,29
G03F,7/039,29
B29C,47/00,29
G02B,5/08,29
C08G,65/336,28
B33Y,80/00,28
A61Q,15/00,28
C08K,5/20,28
C08L,9/02,28
C08G,69/40,28
C08L,63/02,28
H01B,7/295,28
C08L,83/08,28
C09D,171/00,28
C09C,3/10,28
G02B,3/00,28
C10M,107/02,28
C09D,11/02,28
A61P,29/00,28
C08G,73/00,28
B01J,20/26,28
C10N,40/12,28
C08F,2/22,28
C08K,3/20,28
C08G,59/38,28
C08K,3/16,28
C08K,3/013,28
C09K,21/14,27
C08G,18/70,27
C08G,63/199,27
C07C,2/74,27
C10M,141/12,27
B32B,27/04,27
C08L,1/02,27
B01D,71/68,27
B29L,9/00,27
C08K,5/36,27
C09B,67/46,27
C08K,3/28,27
C08L,27/16,27
G03F,7/20,27
C08G,18/69,27
C09J,133/14,27
C08K,13/02,27
C08G,64/20,27
C08L,63/04,27
C08K,5/527,27
C09D,11/037,27
C08F,230/08,27
C10M,135/18,27
C08L,83/12,27
C08L,23/22,26
D06N,3/14,26
C08J,7/00,26
C08J,3/03,26
G03G,5/05,26
C09D,183/14,26
C08K,9/02,26
C09D,11/50,26
B32B,15/09,26
A61K,9/50,26
G03F,7/033,26
C10M,163/00,26
C09J,175/14,26
C09D,127/12,26
C10M,133/12,26
G01N,31/22,26
A61K,8/39,26
C08G,64/00,26
G03G,9/097,26
C08K,5/3415,26
G03F,7/09,26
B01L,3/00,26
C08G,75/00,25
C09D,201/02,25
H01M,2/16,25
C08J,9/04,25
C08F,2/46,25
C04B,26/14,25
B32B,5/26,25
G02B,1/11,25
A61C,13/00,25
C08G,18/64,25
H01L,23/36,25
B29B,11/16,25
C08F,2/00,25
B29K,67/00,25
C08L,63/10,25
C08F,20/10,25
A61K,8/365,25
C10M,161/00,25
C08K,5/3445,25
A61K,8/00,25
C10M,133/56,25
C08L,25/06,25
C08K,5/18,25
C09D,133/10,25
C08F,283/01,25
C09J,7/20,25
C09D,7/40,25
C08G,18/63,24
C07C,13/28,24
H01B,1/00,24
C08K,5/526,24
B41M,3/14,24
C08L,97/02,24
C08J,9/16,24
A61K,8/67,24
C09K,11/88,24
C08G,59/30,24
C08K,5/372,24
B29L,11/00,24
H01B,1/12,24
C08G,64/08,24
C08G,77/26,24
A61K,45/06,24
C08K,5/5317,24
C10M,107/24,24
C12M,1/00,24
G02C,7/04,24
A61P,43/00,24
C08L,101/10,23
C08G,64/34,23
C07C,409/14,23
H01B,13/00,23
C09B,67/08,23
C09J,11/00,23
C08K,5/51,23
H01L,21/60,23
C08G,18/09,23
G03F,7/031,23
C08F,214/18,23
C09J,167/00,23
A61K,9/06,23
A61K,47/10,23
C07F,7/08,23
A61K,9/14,23
C08B,37/00,23
C04B,26/06,23
A61K,8/26,23
G03F,7/32,23
A61K,47/34,23
G02C,7/02,23
C08J,7/18,23
G01N,21/78,23
B60J,1/02,23
C08L,75/06,23
D06M,15/564,23
B41M,5/30,22
C09K,3/14,22
C08F,20/36,22
A63B,37/00,22
B41M,5/42,22
C07C,69/96,22
B29B,15/12,22
B32B,27/16,22
B29C,70/06,22
H01L,23/00,22
C07D,487/04,22
C09D,179/08,22
C08K,3/30,22
H01B,3/42,22
H01M,2/02,22
A61K,8/55,22
A61Q,1/12,22
C08F,293/00,22
G03F,7/029,22
B01D,71/80,22
A61K,9/16,22
C10M,129/10,22
A61K,8/40,22
C11D,11/00,22
B32B,27/22,22
C10M,105/32,22
C09J,153/02,22
C09J,183/04,22
C08F,8/30,22
C09J,5/02,22
A61K,9/20,22
H01B,3/00,22
C08G,69/36,22
C12Q,1/04,22
C09B,67/00,22
C09D,7/63,22
A61Q,3/02,21
C08F,283/12,21
C08K,3/24,21
C09K,21/10,21
C04B,40/06,21
C08K,7/04,21
G02B,6/44,21
C08B,11/12,21
C08L,61/04,21
C09K,11/56,21
G03G,5/06,21
C08J,9/18,21
C08L,23/14,21
C08K,5/5333,21
C08G,77/38,21
C08G,18/54,21
C08F,290/00,21
A61K,47/48,21
C08L,59/00,21
G02B,5/28,21
B29K,69/00,21
A61K,8/895,21
B32B,5/24,21
C08G,64/42,21
C09D,11/107,21
C10N,70/00,21
C08F,20/18,21
C09D,11/54,21
C09D,11/36,21
C08L,75/00,21
D06M,101/40,21
C08G,63/00,21
C10M,159/22,20
H01L,21/301,20
C07D,471/04,20
B41M,5/28,20
C08K,5/50,20
B29K,105/08,20
C08L,81/04,20
C08L,31/04,20
A61Q,17/00,20
D06M,15/55,20
C10N,30/12,20
C09J,175/16,20
B32B,37/12,20
C09C,1/00,20
A61K,31/05,20
B32B,3/30,20
C10M,111/04,20
B05D,5/00,20
C08G,64/12,20
C09D,175/00,20
C08K,5/101,20
C12M,3/00,20
F16L,11/04,20
C08G,18/61,20
C08G,59/54,20
G02B,1/14,20
C08K,7/22,20
B41C,1/10,20
G03G,5/147,20
C09D,133/02,20
C09J,123/26,20
C08G,77/46,19
C07C,407/00,19
C08F,220/14,19
C08G,63/685,19
C07D,493/04,19
C04B,24/28,19
C08G,77/50,19
H02K,3/30,19
H01B,1/20,19
H05K,9/00,19
C08J,9/08,19
H01L,51/00,19
G02F,1/1333,19
G01N,21/64,19
A61K,8/72,19
B32B,37/00,19
A61L,27/00,19
C09D,171/02,19
C09B,69/10,19
D06M,15/263,19
C08F,299/00,19
C08K,5/5435,19
C07C,43/23,19
G02B,5/26,19
A61P,25/28,19
A61L,24/00,19
C11B,9/00,19
C08F,2/18,19
C08G,59/16,19
C08G,63/12,19
C09C,3/08,19
C09D,169/00,19
C10M,105/18,19
C08F,8/12,19
C08K,5/5415,19
C09K,8/80,19
C08G,8/04,19
H01M,10/052,19
G03F,7/40,19
C10M,105/36,19
B33Y,30/00,19
A23L,1/22,19
C09D,7/61,19
C09D,151/00,18
C09K,21/02,18
B65D,1/00,18
C10N,10/02,18
C07D,401/14,18
C09D,167/08,18
B29C,70/50,18
C09J,163/02,18
C08F,220/34,18
C09D,127/16,18
G06F,3/041,18
C09K,19/38,18
G09F,9/00,18
C08F,2/24,18
C08L,81/00,18
C11D,3/00,18
C08F,216/06,18
C09K,3/18,18
C09D,143/04,18
C08G,77/388,18
C08G,77/52,18
G02C,7/12,18
G01N,33/53,18
G03F,7/035,18
H05K,3/46,18
A61K,38/00,18
C09D,151/08,18
B01D,69/12,18
C09K,19/20,18
G01N,30/88,18
C09D,175/02,18
C01B,21/064,18
C09D,11/52,18
C08K,5/02,18
C08K,5/37,18
C09K,8/035,18
H01M,4/139,18
C09J,153/00,18
C08J,9/26,18
C08K,5/315,18
C08G,65/18,18
C09D,183/10,18
A61P,3/10,18
A61Q,19/04,18
G01N,33/48,18
C08K,5/357,18
B29C,59/02,18
C08G,65/34,18
B41M,5/327,18
C08L,47/00,18
A23L,27/00,18
H01L,23/373,18
B32B,25/14,18
C08K,5/12,18
C08G,63/181,18
B29C,65/48,18
C08K,7/24,17
C08G,77/42,17
C08L,35/06,17
B32B,7/06,17
C08L,51/08,17
C08J,7/12,17
C08L,79/02,17
C08G,63/08,17
C08G,64/38,17
C07F,9/6574,17
C10M,159/24,17
C07C,265/14,17
C09J,161/06,17
C08J,3/02,17
C08F,236/12,17
C08F,290/14,17
C09D,183/00,17
C08L,61/34,17
C10N,40/06,17
C08G,77/442,17
B05D,3/00,17
C08G,65/332,17
C10M,133/04,17
A61P,3/04,17
C10N,40/00,17
C08L,83/07,17
A61K,6/087,17
B29C,47/06,17
B60C,9/22,17
A61K,8/88,17
C08J,5/08,17
C09K,11/70,17
C08K,5/21,17
A61K,6/09,17
C09K,5/14,17
C08J,3/07,17
H01M,4/13,17
B32B,15/082,17
C09J,7/38,17
B01J,31/22,16
C08F,222/40,16
C08F,299/06,16
B22F,1/00,16
C08L,97/00,16
C10M,141/06,16
C10L,1/188,16
C08G,59/44,16
C09D,163/02,16
C09J,179/08,16
A61K,9/08,16
C08H,7/00,16
C08F,297/02,16
A61K,8/33,16
A61M,3/02,16
C08G,64/40,16
C09J,171/02,16
H05B,33/04,16
A61K,9/107,16
B05D,3/06,16
D06M,15/693,16
C08G,69/14,16
C08G,18/68,16
C08K,5/544,16
C08G,63/66,16
B41M,5/26,16
C08F,8/32,16
C08J,9/32,16
C08C,19/02,16
C09K,3/16,16
C08G,69/00,16
C09J,133/10,16
B01J,20/28,16
C08F,212/36,16
C09D,183/08,16
B01J,20/22,16
B01J,13/16,16
C08L,55/00,16
C08K,5/3462,16
C12N,5/00,16
C08J,3/05,16
C10L,1/224,16
C09D,133/12,16
C10L,1/222,16
F16J,15/10,16
A61L,24/04,16
A61B,17/072,16
B29C,64/153,16
C08F,220/56,15
C08F,8/42,15
C09J,161/12,15
C08K,5/55,15
C08J,9/232,15
B42D,15/00,15
H01B,7/02,15
G02C,7/00,15
C09K,11/08,15
G02F,1/13,15
C09J,201/10,15
H01M,8/18,15
C08F,8/04,15
A61F,13/15,15
C07C,68/06,15
C04B,111/00,15
C04B,26/16,15
C08G,75/20,15
B01D,69/02,15
H01L,33/56,15
B32B,33/00,15
B32B,7/00,15
A61L,27/34,15
C08L,91/00,15
A61P,1/16,15
A61K,8/368,15
B05D,7/22,15
H05K,3/10,15
B32B,17/06,15
C08F,4/40,15
C08K,5/3477,15
A61K,6/08,15
C08B,3/06,15
A61K,31/00,15
C09J,179/04,15
C09B,57/00,15
B32B,15/085,15
A61K,31/22,15
C08K,7/28,15
B01J,13/14,15
G02F,1/1337,15
C08K,3/06,15
C08K,5/1545,15
B32B,27/26,15
H01L,51/05,15
C08F,299/08,15
C08G,63/193,15
A61P,25/00,15
B29C,55/12,15
C08G,59/26,15
C09K,21/04,15
B01J,13/18,15
C09B,23/00,15
A61F,2/16,15
C10M,171/02,15
B60C,15/06,15
A23L,1/30,15
C08K,5/375,15
B60C,5/14,15
B29C,64/40,15
C08F,220/58,14
A61K,36/00,14
C08L,25/10,14
C08L,85/02,14
B32B,15/20,14
C09D,161/06,14
C08K,5/04,14
C10L,1/232,14
C09J,5/04,14
C08K,5/3437,14
C08F,285/00,14
C10M,129/76,14
C08L,33/26,14
C14C,3/28,14
C08F,299/02,14
B01F,17/00,14
C08K,5/11,14
C08K,5/3417,14
C08G,59/46,14
A61P,31/04,14
H01L,33/60,14
A61K,47/02,14
C01G,9/02,14
C01B,31/02,14
C23C,26/00,14
C08F,279/02,14
C03C,25/10,14
C08L,61/12,14
C11D,3/14,14
C08J,3/075,14
C08L,45/00,14
C08K,3/02,14
C08K,5/32,14
A61P,1/00,14
C08F,210/02,14
C03C,17/32,14
C08L,61/14,14
A61L,31/10,14
A61K,8/22,14
H01L,27/14,14
H01M,10/0525,14
C09D,179/02,14
C08G,18/77,14
C08L,43/04,14
B82Y,40/00,14
A61K,47/42,14
C08L,95/00,14
A61K,47/36,14
C10N,40/20,14
G01N,33/52,14
C08F,297/04,14
C08G,14/073,14
C09J,9/00,14
G03F,7/032,14
A61K,31/12,14
A61P,9/00,14
C10L,1/2383,14
C08J,3/14,14
G01N,33/50,14
B01D,69/10,14
C08F,292/00,14
C09B,67/22,14
B29K,63/00,14
B29C,64/00,14
C08G,77/08,13
C08G,18/06,13
A61B,5/151,13
A61K,8/894,13
B29C,35/02,13
B01F,17/52,13
C09J,163/04,13
C08B,15/04,13
C08F,20/06,13
C08G,63/20,13
A61K,31/519,13
C11D,3/386,13
D06M,13/11,13
C08G,59/04,13
C08L,77/12,13
C08J,9/36,13
A01N,25/30,13
C08H,8/00,13
C08G,8/20,13
A61K,8/30,13
C09J,183/06,13
C08K,9/08,13
C08G,61/08,13
C08C,19/25,13
B32B,37/10,13
C12N,15/63,13
C08F,12/08,13
C07C,37/74,13
B29C,44/34,13
B29C,70/52,13
F16L,9/12,13
C08F,2/06,13
A61K,31/167,13
C10M,115/08,13
H01L,21/312,13
C08K,5/56,13
C08J,9/30,13
C08G,63/82,13
C12N,15/09,13
C09D,127/18,13
B41M,5/44,13
B29C,35/08,13
A01N,25/10,13
A01P,3/00,13
C09D,11/106,13
A61K,31/785,13
C08K,5/03,13
C08G,69/48,13
A61L,27/52,13
C09J,123/08,13
B41N,1/12,13
A61P,39/06,13
B32B,17/04,13
A61F,13/42,13
C09D,165/00,13
C08G,8/28,13
C08K,7/20,13
B05D,5/06,13
B29C,65/16,13
C08L,25/02,13
C07D,495/04,13
A61K,31/165,13
C10L,10/18,13
B27K,3/15,13
C08L,33/02,13
C11D,3/20,13
B01J,31/02,13
A61F,2/30,13
B32B,38/00,13
C07D,401/12,13
C07D,405/14,13
C10M,159/12,13
A23L,2/60,13
A61Q,1/10,13
B29B,9/06,13
G03H,1/02,13
B29C,64/124,13
A61P,17/10,12
C08L,1/10,12
C08L,91/06,12
C08G,65/38,12
H01B,5/14,12
C08G,65/22,12
H01L,21/304,12
C07C,39/17,12
C08F,210/16,12
G03C,1/73,12
C08L,71/03,12
C07F,5/02,12
C08F,283/06,12
C09D,11/34,12
A61P,27/02,12
G11B,7/245,12
H05B,33/10,12
C08G,63/688,12
C08G,18/46,12
A61K,38/16,12
C08G,61/00,12
A61K,39/00,12
H05K,7/20,12
C11B,3/00,12
A01N,25/04,12
C08G,77/00,12
A61K,39/395,12
C08G,69/44,12
C08K,5/3432,12
C08G,75/04,12
C08K,5/548,12
A61L,15/58,12
B29C,45/16,12
A61L,29/08,12
C11D,17/04,12
C10M,129/74,12
C08K,5/53,12
C23C,18/20,12
D01F,6/62,12
H05K,1/09,12
H05K,3/12,12
C08F,220/36,12
C09D,5/32,12
G01N,33/543,12
C08L,23/28,12
A61Q,7/00,12
C08L,35/00,12
C09B,67/02,12
A01P,1/00,12
C08J,7/16,12
C09K,19/06,12
C08J,11/24,12
A61Q,5/04,12
B27N,3/00,12
C09K,19/32,12
A61K,31/404,12
A01N,25/28,12
A61P,1/04,12
A61L,15/56,12
C12M,1/34,12
C08K,9/10,12
C08L,33/20,12
C08F,210/00,12
C07D,403/14,12
F24J,2/10,12
A61L,24/06,12
C08K,9/00,12
G03F,7/037,12
B29K,101/10,12
A01N,43/90,12
A61P,11/00,12
C08G,63/83,12
C09K,21/00,11
C04B,24/12,11
C04B,24/26,11
C08G,63/52,11
C09D,11/17,11
C14C,3/06,11
C07C,67/08,11
B29K,23/00,11
D06M,15/53,11
H01M,4/525,11
G01N,33/58,11
C09K,19/42,11
C08F,14/18,11
C09D,11/32,11
G01N,33/00,11
B22C,1/22,11
D06M,15/227,11
C08G,64/22,11
C08F,220/00,11
A61L,27/16,11
B05D,7/02,11
C10M,133/40,11
C08F,20/20,11
H01L,29/786,11
C08G,8/10,11
G02F,1/167,11
C08F,287/00,11
D01F,1/10,11
C08F,22/10,11
C08K,5/47,11
C08F,265/04,11
C07D,265/16,11
C09D,175/12,11
C08F,214/22,11
B29C,55/04,11
C08F,283/10,11
B32B,9/04,11
A61K,31/4439,11
A61B,5/145,11
C09J,151/06,11
B01J,20/30,11
A61L,31/14,11
F21S,2/00,11
C07C,31/20,11
C08K,5/205,11
C09D,129/04,11
C09D,1/00,11
C10N,30/18,11
C08K,5/19,11
C07C,69/76,11
F16L,58/10,11
B29C,70/08,11
A61K,31/352,11
H01L,31/04,11
B32B,7/04,11
B29C,39/10,11
B05D,1/00,11
B65D,25/34,11
C08L,83/05,11
C08K,5/5393,11
H01L,21/56,11
D03D,15/00,11
C10M,107/38,11
A61K,47/38,11
C08G,63/60,11
A61K,8/892,11
B01D,53/14,11
B29C,65/00,11
B32B,3/12,11
C08G,61/02,11
C09J,11/02,11
B32B,15/088,11
B32B,5/00,11
C07F,9/53,11
G03F,7/095,11
C08G,63/48,11
C10L,10/04,11
A61B,5/00,11
C10M,133/46,11
C10M,133/58,11
H05K,3/00,11
C08G,77/12,11
C08F,220/12,11
C08B,15/00,11
A61L,27/18,11
C08G,63/47,11
B62D,29/00,11
C14C,3/20,11
B62D,27/02,11
C07D,317/38,11
C14C,3/08,11
C07F,7/10,11
G03F,7/028,11
A61K,9/10,11
G01K,11/12,11
C08G,59/08,10
C08L,3/02,10
C08F,20/38,10
G09F,3/04,10
A61C,13/087,10
C08K,13/04,10
C09D,133/24,10
B41M,3/00,10
C08F,2/04,10
C01B,31/04,10
B42D,25/00,10
C08B,15/06,10
H01F,1/26,10
C08K,5/092,10
A61F,2/07,10
C08J,9/10,10
C08G,77/48,10
G02F,1/1339,10
C08G,79/04,10
C08K,5/41,10
C07C,43/215,10
A61L,31/00,10
G02B,1/00,10
H05K,3/18,10
C08K,5/5357,10
D06M,15/59,10
A61F,13/02,10
C08F,283/02,10
C09D,201/08,10
B29K,33/04,10
C08F,20/30,10
H01M,2/10,10
C10M,105/34,10
C09J,151/00,10
A61K,31/353,10
B41M,5/34,10
C10N,20/06,10
C09K,19/44,10
C09C,3/06,10
B32B,15/06,10
C08F,212/14,10
B29K,75/00,10
C09C,1/30,10
H01L,41/193,10
C08J,9/06,10
C08G,63/692,10
C08F,8/14,10
C09J,183/14,10
C10M,155/02,10
C08L,83/00,10
B05D,7/04,10
H01M,4/86,10
B32B,7/10,10
C08G,69/34,10
H01B,9/00,10
C09C,3/12,10
A61Q,1/14,10
A61K,47/32,10
C07C,211/27,10
C07C,39/15,10
C09D,11/033,10
C10M,105/04,10
F16C,33/66,10
G03G,5/14,10
H01B,3/04,10
B32B,27/42,10
C09D,5/14,10
C10M,105/06,10
C08K,5/08,10
B24D,3/28,10
C04B,26/02,10
B29C,61/06,10
C08L,67/08,10
C07C,67/03,10
A61F,13/49,10
C12N,5/071,10
G01N,21/80,10
C08G,73/12,10
G03G,9/093,10
B32B,15/04,10
C08G,65/46,10
C08G,77/16,10
C08L,1/00,10
B29C,47/88,10
A23L,27/20,10
B29C,70/54,10
C08L,71/08,10
C07D,405/12,10
F25B,9/00,10
C07D,403/12,10
G02F,1/13357,10
B41J,2/21,10
C09D,127/06,10
C08K,5/23,10
C10M,159/20,10
H01B,7/29,10
C08G,63/02,10
